"term","estimate","std.error","df","statistic","p.value","immune_product"
"(Intercept)",1.24770017643189,0.260461048945989,224.059437268041,4.79035226756926,3.02820328990033e-06,"GM-CSF"
"treatment_groupCRS3123_400mg_po_bid",0.0827001345984654,0.394434128590202,226.66043183021,0.209667796481138,0.834115294201977,"GM-CSF"
"treatment_groupVancomycin_125mg_po_qid",-0.721733188690503,0.375910266906226,224.281348556405,-1.91996136373297,0.0561313501328432,"GM-CSF"
"visitD4",-0.862250486876272,0.381739268544223,196.347957429783,-2.25874191608449,0.024998720376335,"GM-CSF"
"visitFUV1",-1.20978122133025,0.36218258472118,190.857814984878,-3.34025232676932,0.00100675149964436,"GM-CSF"
"visitFUV2",-1.12612438430083,0.36218258472118,190.857815023226,-3.10927259290436,0.00216261997038804,"GM-CSF"
"visitFUV3",-1.07327555358712,0.371291346221968,194.371390993275,-2.89065598891037,0.0042816638438626,"GM-CSF"
"visitFUV4",-1.09416843705134,0.38179949449218,196.888156232369,-2.86581950169069,0.00461129175587807,"GM-CSF"
"visitScreening",1.03915040195101,0.40914295682546,201.152866614014,2.53982229100014,0.0118464729861268,"GM-CSF"
"treatment_groupCRS3123_400mg_po_bid:visitD4",-0.104538410589261,0.566909693097289,201.332743254564,-0.184400464239938,0.853884909921717,"GM-CSF"
"treatment_groupVancomycin_125mg_po_qid:visitD4",0.488633541719203,0.531702451253714,195.970419570877,0.918998098592628,0.359226313299236,"GM-CSF"
"treatment_groupCRS3123_400mg_po_bid:visitFUV1",0.350678427823328,0.522270471895997,195.328047732392,0.671449845805491,0.50272730476928,"GM-CSF"
"treatment_groupVancomycin_125mg_po_qid:visitFUV1",0.770593601529562,0.517018883279461,189.948422474683,1.49045542909704,0.137763212707552,"GM-CSF"
"treatment_groupCRS3123_400mg_po_bid:visitFUV2",-0.136676824346445,0.522270471895997,195.328047746843,-0.261697399529916,0.793830496957574,"GM-CSF"
"treatment_groupVancomycin_125mg_po_qid:visitFUV2",0.668820487966922,0.523340599792266,191.082771736994,1.2779831876839,0.202805657267233,"GM-CSF"
"treatment_groupCRS3123_400mg_po_bid:visitFUV3",-0.071323484809094,0.56982913432822,199.93249795634,-0.125166441152888,0.900517548704851,"GM-CSF"
"treatment_groupVancomycin_125mg_po_qid:visitFUV3",0.710672837521123,0.529740829628699,193.16940110417,1.34154816425844,0.181317542430969,"GM-CSF"
"treatment_groupCRS3123_400mg_po_bid:visitFUV4",-0.150621833317365,0.558145458628416,199.838719043789,-0.269861253888014,0.787545459465557,"GM-CSF"
"treatment_groupVancomycin_125mg_po_qid:visitFUV4",0.71991980917491,0.537158204620264,194.488877866237,1.34023794662849,0.181731579974691,"GM-CSF"
"treatment_groupCRS3123_400mg_po_bid:visitScreening",-1.0200657003403,0.585829332159963,203.974576350239,-1.7412335715238,0.0831503634157926,"GM-CSF"
"treatment_groupVancomycin_125mg_po_qid:visitScreening",-0.98300868506886,0.556211098713855,194.794284417001,-1.76733022289901,0.0787387052840432,"GM-CSF"
"(Intercept)",3.19118648721976,1.72527839237074,224.642740141478,1.84966466938399,0.0656753970574254,"IL-12p40"
"treatment_groupCRS3123_400mg_po_bid",2.7140929276503,2.61348430051254,227.013263476759,1.03849597532231,0.300144050204451,"IL-12p40"
"treatment_groupVancomycin_125mg_po_qid",3.46462463332976,2.49006154650578,224.832600012425,1.39138112396923,0.165485063348667,"IL-12p40"
"visitD4",-1.93736146708852,2.53949149298788,192.273428103217,-0.762893466049413,0.446461893460233,"IL-12p40"
"visitFUV1",-2.96357321848913,2.41011222587158,186.061290380878,-1.22964117051329,0.220384131904373,"IL-12p40"
"visitFUV2",-1.168740915182,2.41011222587158,186.061290323536,-0.484932154874796,0.628294906912493,"IL-12p40"
"visitFUV3",-3.03536578068056,2.47026138520653,189.943516272724,-1.22876299603687,0.220680863975354,"IL-12p40"
"visitFUV4",-2.94703180456862,2.53981957140289,192.829097938092,-1.16033116594215,0.247348567298586,"IL-12p40"
"visitScreening",3.4667957729156,2.72104505509372,197.869452625445,1.2740677580571,0.204133798445306,"IL-12p40"
"treatment_groupCRS3123_400mg_po_bid:visitD4",-1.83263201897023,3.77026793268333,197.87507572192,-0.486074743676354,0.627452025312887,"IL-12p40"
"treatment_groupVancomycin_125mg_po_qid:visitD4",-3.25717982687614,3.53719525575372,191.715984183979,-0.920836875368387,0.358292857125374,"IL-12p40"
"treatment_groupCRS3123_400mg_po_bid:visitFUV1",-2.27578641611111,3.47456723565738,191.033874875544,-0.654984135220092,0.513265856898052,"IL-12p40"
"treatment_groupVancomycin_125mg_po_qid:visitFUV1",-2.86127074147757,3.44062474774209,185.02775295113,-0.831613718803622,0.406698959642685,"IL-12p40"
"treatment_groupCRS3123_400mg_po_bid:visitFUV2",-3.86657190376836,3.47456723565738,191.03387480592,-1.11282114908817,0.267183598687199,"IL-12p40"
"treatment_groupVancomycin_125mg_po_qid:visitFUV2",-5.22640482800537,3.48248087611699,186.329511866089,-1.50077057532413,0.135107519772617,"IL-12p40"
"treatment_groupCRS3123_400mg_po_bid:visitFUV3",-1.44664782110603,3.78999373126565,196.22313821178,-0.381701903402075,0.703095510047477,"IL-12p40"
"treatment_groupVancomycin_125mg_po_qid:visitFUV3",-2.70793186652331,3.52468010373472,188.606315493982,-0.768277343425863,0.443283304693484,"IL-12p40"
"treatment_groupCRS3123_400mg_po_bid:visitFUV4",-2.63216729077074,3.71230413474168,196.117271767957,-0.709038698132931,0.479142485814646,"IL-12p40"
"treatment_groupVancomycin_125mg_po_qid:visitFUV4",-3.08095331077939,3.57377419232135,190.11443015881,-0.862100721808098,0.389718207828841,"IL-12p40"
"treatment_groupCRS3123_400mg_po_bid:visitScreening",0.41042259540187,3.89549280567015,200.874455857075,0.105358324575641,0.916196615903954,"IL-12p40"
"treatment_groupVancomycin_125mg_po_qid:visitScreening",-8.02891256722915,3.70046418942168,190.563527631806,-2.16970416581276,0.031266909387391,"IL-12p40"
"(Intercept)",4.78708449768307,0.800176133619212,213.336570007195,5.98253846441407,9.16589126648713e-09,"IL-15"
"treatment_groupCRS3123_400mg_po_bid",1.74910862904121,1.20869906330512,220.007635335659,1.44710017749031,0.149292193737545,"IL-15"
"treatment_groupVancomycin_125mg_po_qid",-1.75986215967147,1.15458762180552,214.088818505725,-1.52423439021409,0.128925985363049,"IL-15"
"visitD4",-2.36988379715197,1.13851175673102,196.47898207984,-2.08156286761285,0.038678195400742,"IL-15"
"visitFUV1",-4.25771727458407,1.07841926838135,192.064726398148,-3.94810942220521,0.000110480249927824,"IL-15"
"visitFUV2",-2.98909778948928,1.07841926838135,192.064726403085,-2.77173996897863,0.00612433545839817,"IL-15"
"visitFUV3",-2.96249890989356,1.10676269982549,195.226515821256,-2.67672456829333,0.00806688455717812,"IL-15"
"visitFUV4",-4.14848025234053,1.13892619643049,197.136999621281,-3.64244870768824,0.000345195119176256,"IL-15"
"visitScreening",-1.68227221647711,1.22194564437594,199.919796079972,-1.37671607916428,0.170139834192424,"IL-15"
"treatment_groupCRS3123_400mg_po_bid:visitD4",-0.887076212518702,1.69347815294939,200.821534455224,-0.523819106242236,0.600981962222233,"IL-15"
"treatment_groupVancomycin_125mg_po_qid:visitD4",1.26802332964628,1.58575715561255,196.786417940532,0.799632733901467,0.424887782216389,"IL-15"
"treatment_groupCRS3123_400mg_po_bid:visitFUV1",-0.729564136718978,1.5572575194814,196.013749318862,-0.468492929134766,0.639952694562694,"IL-15"
"treatment_groupVancomycin_125mg_po_qid:visitFUV1",2.0559501916055,1.53904771307576,191.344718291225,1.33585864436699,0.183182151437623,"IL-15"
"treatment_groupCRS3123_400mg_po_bid:visitFUV2",-2.10909354684091,1.55725751948139,196.013749348208,-1.35436401523577,0.177179465017207,"IL-15"
"treatment_groupVancomycin_125mg_po_qid:visitFUV2",0.755448924266253,1.55836035891454,192.174369669312,0.484771651142648,0.628390428320222,"IL-15"
"treatment_groupCRS3123_400mg_po_bid:visitFUV3",-1.94230717935394,1.70151496187122,199.877765566162,-1.14151636798886,0.255020838454393,"IL-15"
"treatment_groupVancomycin_125mg_po_qid:visitFUV3",0.757087422900422,1.57848024492794,194.153928502952,0.479630597426313,0.632029927753843,"IL-15"
"treatment_groupCRS3123_400mg_po_bid:visitFUV4",-1.62824527278938,1.6665798644729,199.809106575866,-0.976998047017895,0.329751504749563,"IL-15"
"treatment_groupVancomycin_125mg_po_qid:visitFUV4",2.09943006126511,1.60119614376827,195.160857841449,1.31116357570303,0.191343094045216,"IL-15"
"treatment_groupCRS3123_400mg_po_bid:visitScreening",0.409026893087447,1.75152102678498,203.109614247009,0.233526681571297,0.815587646673709,"IL-15"
"treatment_groupVancomycin_125mg_po_qid:visitScreening",0.742119345148109,1.65802501737965,195.035757974478,0.447592368853974,0.65494413945296,"IL-15"
"(Intercept)",0.918476524060963,6.57700141115707,229.682269524304,0.139649738025429,0.889059118867828,"IL-16"
"treatment_groupCRS3123_400mg_po_bid",-0.167656158185678,9.97328682385576,229.831409565685,-0.0168105220622604,0.986602359658013,"IL-16"
"treatment_groupVancomycin_125mg_po_qid",18.5073471993452,9.49304219544779,229.689315622862,1.94956967622245,0.0524445292554902,"IL-16"
"visitD4",-0.8644404570528,9.88808541865667,206.24085555636,-0.0874224301725579,0.930420563020967,"IL-16"
"visitFUV1",0.0864790159341512,9.40151190908281,201.165418788779,0.00919841582614002,0.992669945150619,"IL-16"
"visitFUV2",1.99468482683555,9.4015119090828,201.165419000428,0.21216638835595,0.832192045846663,"IL-16"
"visitFUV3",26.39080935992,9.62597730611927,203.897633596216,2.74162389133654,0.00665704720840838,"IL-16"
"visitFUV4",-0.276689540782051,9.88824464783733,206.400121179124,-0.0279816641513382,0.977703811699753,"IL-16"
"visitScreening",0.457442803038339,10.5755270453055,211.377473404672,0.0432548468817354,0.965539216691465,"IL-16"
"treatment_groupCRS3123_400mg_po_bid:visitD4",0.53787790214055,14.6562576203766,210.385443212657,0.0366995392734323,0.97075937423668,"IL-16"
"treatment_groupVancomycin_125mg_po_qid:visitD4",-18.3434882965218,13.7766097814135,205.244268348157,-1.33149509114134,0.184503081110132,"IL-16"
"treatment_groupCRS3123_400mg_po_bid:visitFUV1",-0.579440018957799,13.5349555700676,204.872752722996,-0.0428106332494524,0.96589418205851,"IL-16"
"treatment_groupVancomycin_125mg_po_qid:visitFUV1",-19.1182924551155,13.4255853669257,200.227884312705,-1.42401928352517,0.155997425351291,"IL-16"
"treatment_groupCRS3123_400mg_po_bid:visitFUV2",-0.360525561254001,13.5349555700676,204.87275287958,-0.0266366268723703,0.97877548719215,"IL-16"
"treatment_groupVancomycin_125mg_po_qid:visitFUV2",-21.2432555568779,13.5834705827743,201.441402804525,-1.56390485240328,0.119409503268777,"IL-16"
"treatment_groupCRS3123_400mg_po_bid:visitFUV3",-26.2000220492833,14.7412874370495,208.78319595295,-1.77732251414042,0.0769709904481011,"IL-16"
"treatment_groupVancomycin_125mg_po_qid:visitFUV3",-45.2889139636833,13.7399374355751,202.896224631477,-3.29615139632458,0.00115700377283413,"IL-16"
"treatment_groupCRS3123_400mg_po_bid:visitFUV4",1.05981758436762,14.4395373168041,208.718599087611,0.0733969213220049,0.941560558076643,"IL-16"
"treatment_groupVancomycin_125mg_po_qid:visitFUV4",-18.9398749962901,13.924935326639,204.209491771388,-1.36014096669141,0.17528491916836,"IL-16"
"treatment_groupCRS3123_400mg_po_bid:visitScreening",-0.702493142982161,15.1288445881523,212.707903033989,-0.0464340246797365,0.963007883487395,"IL-16"
"treatment_groupVancomycin_125mg_po_qid:visitScreening",-18.3977209040159,14.4152137195911,205.13901887247,-1.27627111618972,0.20330273053992,"IL-16"
"(Intercept)",0.527398675063969,0.148104248015705,229.822246819728,3.56099627208562,0.000448968689306749,"IL-17"
"treatment_groupCRS3123_400mg_po_bid",-0.0479187262028324,0.224601274649872,229.906417635471,-0.213350197043771,0.831242893797896,"IL-17"
"treatment_groupVancomycin_125mg_po_qid",0.288552400946661,0.21376977451947,229.825595976415,1.34982787718841,0.17839918146981,"IL-17"
"visitD4",-0.419464610006275,0.223468880299926,194.5589080184,-1.87706050812666,0.0620065716747435,"IL-17"
"visitFUV1",-0.398391199124491,0.21255501533426,187.276958281338,-1.8742968661454,0.062446715462283,"IL-17"
"visitFUV2",-0.434391567990423,0.21255501533426,187.276958431389,-2.04366651761808,0.0423868812245629,"IL-17"
"visitFUV3",-0.334721871270882,0.2175858013623,191.030004959581,-1.53834427235231,0.125619189184933,"IL-17"
"visitFUV4",-0.430690996289399,0.223470211842289,194.700000867414,-1.92728593551141,0.0553994540120101,"IL-17"
"visitScreening",-0.154724079127175,0.238902185215121,202.359029976327,-0.647646144332469,0.517947929852157,"IL-17"
"treatment_groupCRS3123_400mg_po_bid:visitD4",0.229895843816287,0.331117448847487,200.556197800975,0.694303017302412,0.488295672315056,"IL-17"
"treatment_groupVancomycin_125mg_po_qid:visitD4",-0.256533030509664,0.311374412505261,192.967061399169,-0.823873189982588,0.411028728464478,"IL-17"
"treatment_groupCRS3123_400mg_po_bid:visitFUV1",0.0641873410017148,0.305921066834043,192.478412980232,0.209816674823951,0.83403267768384,"IL-17"
"treatment_groupVancomycin_125mg_po_qid:visitFUV1",-0.247829777477571,0.303555043662863,185.91541466262,-0.816424509002125,0.415302244988987,"IL-17"
"treatment_groupCRS3123_400mg_po_bid:visitFUV2",0.0574444923345189,0.305921066834043,192.478413081327,0.187775536117888,0.85125041962558,"IL-17"
"treatment_groupVancomycin_125mg_po_qid:visitFUV2",-0.264516674709235,0.307096840463185,187.678579009358,-0.861346128831127,0.390146562315514,"IL-17"
"treatment_groupCRS3123_400mg_po_bid:visitFUV3",-0.027547643607388,0.333083876316088,198.085914973279,-0.0827048247188226,0.934169761696631,"IL-17"
"treatment_groupVancomycin_125mg_po_qid:visitFUV3",-0.262793896188915,0.310601375744417,189.616225870514,-0.8460809149962,0.398574069366593,"IL-17"
"treatment_groupCRS3123_400mg_po_bid:visitFUV4",0.0781347192918466,0.326267375080049,198.001639860625,0.23948063845696,0.810980627099092,"IL-17"
"treatment_groupVancomycin_125mg_po_qid:visitFUV4",-0.247060427662601,0.314751599266291,191.525929682483,-0.78493779932657,0.433459882542533,"IL-17"
"treatment_groupCRS3123_400mg_po_bid:visitScreening",0.329882835375556,0.341725417837016,204.03854726283,0.965344742172185,0.335514929357704,"IL-17"
"treatment_groupVancomycin_125mg_po_qid:visitScreening",-0.528648473139254,0.325808468335749,193.057531167834,-1.62257437886629,0.106312264911333,"IL-17"
"(Intercept)",1571.24291291343,243.104326254883,212.330110982307,6.4632453774848,6.9090821218348e-10,"IL-1a"
"treatment_groupCRS3123_400mg_po_bid",217.534492297559,367.28929235656,219.412786546937,0.592270171836046,0.554279526666238,"IL-1a"
"treatment_groupVancomycin_125mg_po_qid",0.10077320267169,350.78620431568,213.115551833521,0.000287278123916761,0.999771053950361,"IL-1a"
"visitD4",-780.426435371294,346.589658445915,192.981414447604,-2.25173029937095,0.0254661697726828,"IL-1a"
"visitFUV1",-1368.13114150581,328.326291943171,188.139147575335,-4.16698624227942,4.70138730146449e-05,"IL-1a"
"visitFUV2",-1372.66897505377,328.326291943171,188.139147612496,-4.1808073515214,4.44743664065166e-05,"IL-1a"
"visitFUV3",-1390.86700744976,336.933449609283,191.584674167148,-4.128016998795,5.4563261950246e-05,"IL-1a"
"visitFUV4",-1338.12190211983,346.711034544467,193.691383484941,-3.85947307352922,0.000154728535663747,"IL-1a"
"visitScreening",-722.043694605446,371.961369986519,196.795536257467,-1.94117925372631,0.0536646914731258,"IL-1a"
"treatment_groupCRS3123_400mg_po_bid:visitD4",-471.177136390599,515.486380801712,197.744614485053,-0.914043811706139,0.361806977544659,"IL-1a"
"treatment_groupVancomycin_125mg_po_qid:visitD4",-176.323039027064,482.738706510747,193.274676348605,-0.365255647929152,0.715319979955621,"IL-1a"
"treatment_groupCRS3123_400mg_po_bid:visitFUV1",-162.093696989993,474.070445067608,192.446157302964,-0.341919009456236,0.732784933866802,"IL-1a"
"treatment_groupVancomycin_125mg_po_qid:visitFUV1",286.391161117054,468.572203398706,187.351919310325,0.611199638048877,0.541808279427081,"IL-1a"
"treatment_groupCRS3123_400mg_po_bid:visitFUV2",-169.387505554555,474.070445067608,192.446157341714,-0.357304504672083,0.721255377570028,"IL-1a"
"treatment_groupVancomycin_125mg_po_qid:visitFUV2",-19.3925141676089,474.443952100239,188.264266307618,-0.0408741940576191,0.967439504865338,"IL-1a"
"treatment_groupCRS3123_400mg_po_bid:visitFUV3",-122.64127028742,517.943470684873,196.692463552643,-0.236785049390142,0.813069969481429,"IL-1a"
"treatment_groupVancomycin_125mg_po_qid:visitFUV3",195.018278500137,480.549867723244,190.414959259838,0.40582318630967,0.685328176323996,"IL-1a"
"treatment_groupCRS3123_400mg_po_bid:visitFUV4",-125.848223351722,507.309941393357,196.615712993839,-0.248069696813102,0.804339372753571,"IL-1a"
"treatment_groupVancomycin_125mg_po_qid:visitFUV4",609.40047147085,487.455195251944,191.523139932367,1.2501671485025,0.212763848748208,"IL-1a"
"treatment_groupCRS3123_400mg_po_bid:visitScreening",42.4320028140215,533.127347636586,200.261433755545,0.0795907450670603,0.936642232632617,"IL-1a"
"treatment_groupVancomycin_125mg_po_qid:visitScreening",494.922533810464,504.756936332426,191.407310860467,0.980516557942881,0.328068904377418,"IL-1a"
"(Intercept)",0.427022457242499,1.11141477882548,224.386924740085,0.384215205140394,0.701182802683474,"IL-5"
"treatment_groupCRS3123_400mg_po_bid",-0.301374029686727,1.68273750703069,226.831780553364,-0.179097469704899,0.858021038364234,"IL-5"
"treatment_groupVancomycin_125mg_po_qid",0.0442034657426659,1.60402256769355,224.603853953393,0.0275578826837997,0.978039243436632,"IL-5"
"visitD4",-0.477474468652661,1.6242589412377,201.739559039681,-0.293964500690278,0.769087251570282,"IL-5"
"visitFUV1",0.00515610342604553,1.54075599416448,197.085774121564,0.00334647630486201,0.997333288043455,"IL-5"
"visitFUV2",0.607191784471803,1.54075599416448,197.085774168072,0.394086920168739,0.693942931632424,"IL-5"
"visitFUV3",5.30000206829091,1.57969681643271,200.110377033253,3.35507548863677,0.000949201884375664,"IL-5"
"visitFUV4",-0.23858079436674,1.62454693351622,202.222432292452,-0.146859896408378,0.883388913129721,"IL-5"
"visitScreening",-0.41092568972815,1.74115538459733,205.723628956631,-0.236007477197783,0.81366166394652,"IL-5"
"treatment_groupCRS3123_400mg_po_bid:visitD4",0.458072840340574,2.41257075780178,205.966454559577,0.189869183674409,0.849598631131792,"IL-5"
"treatment_groupVancomycin_125mg_po_qid:visitD4",0.0732029444917338,2.2623089811832,201.484254249203,0.0323576244892279,0.974218886597847,"IL-5"
"treatment_groupCRS3123_400mg_po_bid:visitFUV1",-0.0613947067491103,2.2221265459145,200.917911324947,-0.0276288075771328,0.977985628442134,"IL-5"
"treatment_groupVancomycin_125mg_po_qid:visitFUV1",-0.392131671025189,2.19937544065614,196.314425853156,-0.17829228415327,0.858677288069091,"IL-5"
"treatment_groupCRS3123_400mg_po_bid:visitFUV2",-0.348198229334363,2.2221265459145,200.917911324116,-0.156695949640917,0.875641821673508,"IL-5"
"treatment_groupVancomycin_125mg_po_qid:visitFUV2",-1.01743214372233,2.22635278002032,197.269890076722,-0.45699502471169,0.648177452067141,"IL-5"
"treatment_groupCRS3123_400mg_po_bid:visitFUV3",-5.11463413673225,2.42487284104744,204.816951441798,-2.10923808051022,0.0361387794962938,"IL-5"
"treatment_groupVancomycin_125mg_po_qid:visitFUV3",-5.70357242436082,2.25374238140149,199.080427708478,-2.53071179360529,0.0121566945971964,"IL-5"
"treatment_groupCRS3123_400mg_po_bid:visitFUV4",0.339807980904688,2.37514563222923,204.738077448403,0.143068271811929,0.886376967409792,"IL-5"
"treatment_groupVancomycin_125mg_po_qid:visitFUV4",-0.181367368181483,2.28540268422757,200.191546112387,-0.0793590422524518,0.93682631663869,"IL-5"
"treatment_groupCRS3123_400mg_po_bid:visitScreening",0.376224901695083,2.4933310534172,208.186891287253,0.150892478228855,0.88020663766894,"IL-5"
"treatment_groupVancomycin_125mg_po_qid:visitScreening",-0.00968111253249142,2.36648818163053,200.402258259562,-0.00409091945087216,0.996739997025445,"IL-5"
"(Intercept)",0.0789031331211841,0.0819069150156914,229.999999997351,0.963326882792108,0.336395225122501,"IL-7"
"treatment_groupCRS3123_400mg_po_bid",-0.010304187843835,0.124217986914101,229.999999996671,-0.0829524620372453,0.933961487524786,"IL-7"
"treatment_groupVancomycin_125mg_po_qid",0.312410248978913,0.118222448582003,229.999999997895,2.64256283579014,0.00879334125663902,"IL-7"
"visitD4",-0.033203390049062,0.124217986914101,229.999999996664,-0.267299373254397,0.789478197330659,"IL-7"
"visitFUV1",0.0821349848470141,0.118222448582003,229.999999996507,0.694749481440848,0.487913538882012,"IL-7"
"visitFUV2",-0.032397064370979,0.118222448582003,229.999999996515,-0.274034794233747,0.784303832922936,"IL-7"
"visitFUV3",0.0184083144013078,0.120984531489587,229.999999996689,0.152154281003205,0.879198637732215,"IL-7"
"visitFUV4",-0.0307365701824883,0.124217986914101,229.999999996672,-0.247440575604749,0.804788018920563,"IL-7"
